2024-11-18T10:15:32.123+0000: 1.234: [GC (Allocation Failure) 512K->256K(1024K), 0.0056789 secs]
2024-11-18T10:17:52.864+0000: 141.865: [GC (Allocation Failure) 900K->450K(1024K), 0.0081123 secs]
2024-11-18T10:17:57.975+0000: 146.976: [GC (Allocation Failure) 780K->390K(1024K), 0.0070011 secs]
2024-11-18T10:18:03.086+0000: 152.087: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509876 secs]
2024-11-18T10:18:08.197+0000: 157.198: [GC (Allocation Failure) 720K->360K(1024K), 0.0067892 secs]
2024-11-18T10:18:13.308+0000: 162.309: [GC (Allocation Failure) 830K->415K(1024K), 0.0073451 secs]
2024-11-18T10:18:18.419+0000: 167.420: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065437 secs]
2024-11-18T10:18:23.530+0000: 172.531: [GC (Allocation Failure) 910K->455K(1024K), 0.0082341 secs]
2024-11-18T10:18:28.641+0000: 177.642: [GC (Allocation Failure) 760K->380K(1024K), 0.0071128 secs]
2024-11-18T10:18:33.752+0000: 182.753: [Full GC (Ergonomics) 960K->480K(1024K), 0.0534561 secs]
2024-11-18T10:18:38.863+0000: 187.864: [GC (Allocation Failure) 740K->370K(1024K), 0.0067895 secs]
2024-11-18T10:18:43.974+0000: 192.975: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065434 secs]
2024-11-18T10:18:49.085+0000: 198.086: [GC (Allocation Failure) 900K->450K(1024K), 0.0081128 secs]
2024-11-18T10:18:54.196+0000: 203.197: [GC (Allocation Failure) 780K->390K(1024K), 0.0070014 secs]
2024-11-18T10:18:59.307+0000: 208.308: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509871 secs]
2024-11-18T10:19:04.418+0000: 213.419: [GC (Allocation Failure) 720K->360K(1024K), 0.0067897 secs]
2024-11-18T10:19:09.529+0000: 218.530: [GC (Allocation Failure) 830K->415K(1024K), 0.0073453 secs]
2024-11-18T10:19:14.640+0000: 223.641: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065436 secs]
2024-11-18T10:19:19.751+0000: 228.752: [GC (Allocation Failure) 910K->455K(1024K), 0.0082349 secs]
2024-11-18T10:19:24.862+0000: 233.863: [GC (Allocation Failure) 760K->380K(1024K), 0.0071127 secs]
2024-11-18T10:19:29.973+0000: 238.974: [Full GC (Ergonomics) 960K->480K(1024K), 0.0534563 secs]
2024-11-18T10:19:35.084+0000: 244.085: [GC (Allocation Failure) 740K->370K(1024K), 0.0067899 secs]
2024-11-18T10:19:40.195+0000: 249.196: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065435 secs]
2024-11-18T10:19:45.306+0000: 254.307: [GC (Allocation Failure) 900K->450K(1024K), 0.0081129 secs]
2024-11-18T10:19:50.417+0000: 259.418: [GC (Allocation Failure) 780K->390K(1024K), 0.0070013 secs]
2024-11-18T10:19:55.528+0000: 264.529: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509873 secs]
2024-11-18T10:20:00.639+0000: 269.640: [GC (Allocation Failure) 720K->360K(1024K), 0.0067896 secs]
2024-11-18T10:20:05.750+0000: 274.751: [GC (Allocation Failure) 830K->415K(1024K), 0.0073452 secs]
2024-11-18T10:20:10.861+0000: 279.862: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065433 secs]
2024-11-18T10:20:15.972+0000: 284.973: [GC (Allocation Failure) 910K->455K(1024K), 0.0082347 secs]
2024-11-18T10:20:21.083+0000: 290.084: [GC (Allocation Failure) 760K->380K(1024K), 0.0071126 secs]
2024-11-18T10:20:26.194+0000: 295.195: [Full GC (Ergonomics) 960K->480K(1024K), 0.0534562 secs]
2024-11-18T10:20:31.305+0000: 300.306: [GC (Allocation Failure) 740K->370K(1024K), 0.0067898 secs]
2024-11-18T10:20:36.416+0000: 305.417: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065431 secs]
2024-11-18T10:20:41.527+0000: 310.528: [GC (Allocation Failure) 900K->450K(1024K), 0.0081127 secs]
2024-11-18T10:20:46.638+0000: 315.639: [GC (Allocation Failure) 780K->390K(1024K), 0.0070015 secs]
2024-11-18T10:20:51.749+0000: 320.750: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509872 secs]
2024-11-18T10:20:56.860+0000: 325.861: [GC (Allocation Failure) 720K->360K(1024K), 0.0067894 secs]
2024-11-18T10:21:01.971+0000: 330.972: [GC (Allocation Failure) 830K->415K(1024K), 0.0073454 secs]
2024-11-18T10:21:07.082+0000: 336.083: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065432 secs]
2024-11-18T10:21:12.193+0000: 341.194: [GC (Allocation Failure) 910K->455K(1024K), 0.0082348 secs]
2024-11-18T10:21:17.304+0000: 346.305: [GC (Allocation Failure) 760K->380K(1024K), 0.0071124 secs]
2024-11-18T10:21:22.415+0000: 351.416: [Full GC (Ergonomics) 960K->480K(1024K), 0.0534564 secs]
2024-11-18T10:21:27.526+0000: 356.527: [GC (Allocation Failure) 740K->370K(1024K), 0.0067893 secs]
2024-11-18T10:21:32.637+0000: 361.638: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:21:37.748+0000: 366.749: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:21:42.859+0000: 371.860: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:21:47.970+0000: 376.971: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:21:53.081+0000: 382.082: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:21:58.192+0000: 387.193: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:22:03.303+0000: 392.304: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:22:08.414+0000: 397.415: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:22:13.525+0000: 402.526: [GC (Allocation Failure) 760K->380K(1024K), 
2024-11-18T10:22:18.636+0000: 407.637: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:22:23.747+0000: 412.748: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:22:28.858+0000: 417.859: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:22:33.969+0000: 422.970: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:22:39.080+0000: 428.081: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:22:44.191+0000: 433.192: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:22:49.302+0000: 438.303: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:22:54.413+0000: 443.414: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:22:59.524+0000: 448.525: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:23:04.635+0000: 453.636: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:23:09.746+0000: 458.747: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:23:14.857+0000: 463.858: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:23:19.968+0000: 468.969: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:23:25.079+0000: 474.080: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:23:30.190+0000: 479.191: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:23:35.301+0000: 484.302: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:23:40.412+0000: 489.413: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:23:45.523+0000: 494.524: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:23:50.634+0000: 499.635: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:23:55.745+0000: 504.746: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:24:00.856+0000: 509.857: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:24:05.967+0000: 514.968: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:24:11.078+0000: 520.079: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:24:16.189+0000: 525.190: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:24:21.300+0000: 530.301: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:24:26.411+0000: 535.412: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:24:31.522+0000: 540.523: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:24:36.633+0000: 545.634: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:24:41.744+0000: 550.745: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:24:46.855+0000: 555.856: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:24:51.966+0000: 560.967: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:24:57.077+0000: 566.078: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:25:02.188+0000: 571.189: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:25:07.299+0000: 576.300: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:25:12.410+0000: 581.411: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:25:17.521+0000: 586.522: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:25:22.632+0000: 591.633: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:25:27.743+0000: 596.744: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:25:32.854+0000: 601.855: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:25:37.965+0000: 606.966: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:25:43.076+0000: 612.077: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:25:48.187+0000: 617.188: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:25:53.298+0000: 622.299: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:25:58.409+0000: 627.410: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:26:03.520+0000: 632.521: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:26:08.631+0000: 637.632: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:26:13.742+0000: 642.743: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:26:18.853+0000: 647.854: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:26:23.964+0000: 652.965: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:26:29.075+0000: 658.076: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:26:34.186+0000: 663.187: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:26:39.297+0000: 668.298: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:26:44.408+0000: 673.409: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:26:49.519+0000: 678.520: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:26:54.630+0000: 683.631: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:26:59.741+0000: 688.742: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:27:04.852+0000: 693.853: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:27:09.963+0000: 698.964: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:27:15.074+0000: 704.075: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:27:20.185+0000: 709.186: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:27:25.296+0000: 714.297: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:27:30.407+0000: 719.408: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:27:35.518+0000: 724.519: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:27:40.629+0000: 729.630: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:27:45.740+0000: 734.741: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:27:50.851+0000: 739.852: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:27:55.962+0000: 744.963: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:28:01.073+0000: 750.074: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:28:06.184+0000: 755.185: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:28:11.295+0000: 760.296: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:28:16.406+0000: 765.407: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:28:21.517+0000: 770.518: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:28:26.628+0000: 775.629: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:28:31.739+0000: 780.740: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:28:36.850+0000: 785.851: [GC (Allocation Failure) 780K->390K(1024K), 0.0070016 secs]
2024-11-18T10:28:41.961+0000: 790.962: [Full GC (Ergonomics) 950K->475K(1024K), 0.0509874 secs]
2024-11-18T10:28:47.072+0000: 796.073: [GC (Allocation Failure) 720K->360K(1024K), 0.0067891 secs]
2024-11-18T10:28:52.183+0000: 801.184: [GC (Allocation Failure) 830K->415K(1024K), 0.0073450 secs]
2024-11-18T10:28:57.294+0000: 806.295: [GC (Metadata GC Threshold) 880K->440K(1024K), 0.0065438 secs]
2024-11-18T10:29:02.405+0000: 811.406: [GC (Allocation Failure) 910K->455K(1024K), 0.0082346 secs]
2024-11-18T10:29:07.516+0000: 816.517: [GC (Allocation Failure) 760K->380K(1024K), 0.0071234 secs]
2024-11-18T10:29:12.627+0000: 821.628: [GC (Metadata GC Threshold) 870K->435K(1024K), 0.0065439 secs]
2024-11-18T10:29:17.738+0000: 826.739: [GC (Allocation Failure) 900K->450K(1024K), 0.0081125 secs]
2024-11-18T10:29:22.849+0000: 831.850:
